protocol,profile,strategy_name,strategy_type,strategy_group,feasible,failed_constraints,max_drawdown_pass,annualized_volatility_pass,average_effective_number_of_assets_pass,average_turnover_pass,max_drawdown,max_drawdown_limit,annualized_volatility,max_annualized_volatility_limit,average_max_weight,average_effective_number_of_assets,min_effective_assets_limit,average_turnover,max_average_turnover_limit,sharpe,calmar,sortino,annualized_return
zero_cash,conservative,BuyHold_TLT,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.3921915115720767,-0.1,0.1516641905461336,0.1,1.0,1.0,3.0,0.0,0.05,-0.5489279650114005,-0.2306366139027145,-0.8013945473501016,-0.090453722230371
zero_cash,moderate,BuyHold_GLD,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.1734831770796148,-0.15,0.1664043116160493,0.15,1.0,1.0,2.3,0.0,0.1,1.3081884451675567,1.3010381844969388,2.1982624534964055,0.2257082377484229
zero_cash,moderate,rolling_markowitz_long_only_52p,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.2106307713462841,-0.15,0.2245106918365903,0.15,0.5909031263913668,1.9620233202532145,2.3,0.1038355667511928,0.1,1.1988242479757492,1.3112690117028711,2.212123727738206,0.2761936033774554
zero_cash,moderate,trend_spy_cash_12p,benchmark,,False,max_drawdown;average_effective_number_of_assets;average_turnover,False,True,False,False,-0.1625884610537178,-0.15,0.1074537825814774,0.15,1.0,1.0,2.3,0.175438596491228,0.1,0.8174290189188304,0.5256181277344917,1.160329015809752,0.0854594424902874
zero_cash,moderate,V3_real_macro_vintage_clean_no_dxy_cap_0p70,td3,,False,max_drawdown;average_effective_number_of_assets;average_turnover,False,True,False,False,-0.19508257989693986,-0.15,0.12439220287226549,0.15,0.6571236875240694,1.9568992412966466,2.3,0.2767384531097496,0.1,0.7327139951044506,0.5100812883352502,1.0963558653823893,0.08461653495374341
zero_cash,moderate,rolling_markowitz_min_variance_52p,benchmark,,False,max_drawdown,False,True,True,True,-0.2308584938745816,-0.15,0.1043954327541812,0.15,0.4779682729197295,2.647942470859379,2.3,0.0378109996137178,0.1,0.8064203650326056,0.3547726501232396,1.2637392644952323,0.081902279675345
zero_cash,moderate,BuyHold_SPY,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.2247947201487099,-0.15,0.1681668290824719,0.15,1.0,1.0,2.3,0.0,0.1,0.7634141117043921,0.5380491913795269,1.096043735503628,0.1209506174024004
zero_cash,moderate,defensive_risk_off_12p,benchmark,,False,max_drawdown;average_effective_number_of_assets;average_turnover,False,True,False,False,-0.1883538534464882,-0.15,0.1423163741026759,0.15,1.0,1.0,2.3,0.2456140350877192,0.1,0.6507149699585638,0.4558135085018843,0.8468444327843481,0.0858542307792935
zero_cash,moderate,Equal_Weight,benchmark,,False,max_drawdown,False,True,True,True,-0.2512975002879043,-0.15,0.1302191770174849,0.15,0.2,4.999999999999999,2.3,0.0,0.1,0.7913205232039142,0.3945776085810408,1.1963432275469057,0.0991563667059947
zero_cash,moderate,V4_real_garch_current_cap_0p70,td3,,False,max_drawdown;average_effective_number_of_assets;average_turnover,False,True,False,False,-0.1843464354869825,-0.15,0.10280411044803288,0.15,0.6504030305103979,2.004302828951787,2.3,0.4452178812134046,0.1,0.5180260605288036,0.36795214187383,0.7780577058112079,0.047059535641156405
zero_cash,moderate,V7_real_macro_vintage_clean_no_dxy_garch_cap_0p80,td3,,False,max_drawdown;average_effective_number_of_assets;average_turnover,False,True,False,False,-0.21139754829846505,-0.15,0.12734486503333614,0.15,0.7292414311385291,1.7006975256449153,2.3,0.30827275527058445,0.1,0.6809663574928227,0.4726479479472003,1.0854099699868025,0.08612999104700117
zero_cash,moderate,rolling_risk_parity_inverse_vol_12p,benchmark,,False,max_drawdown,False,True,True,True,-0.269991400919034,-0.15,0.1123861908810632,0.15,0.3811193362167304,3.350499299521307,2.3,0.065611942559803,0.1,0.7993464897270386,0.3224996963238565,1.202231112672235,0.0870721448064411
zero_cash,moderate,V5_no_volatility_block_cap_0p50,td3,,False,max_drawdown;average_turnover,False,True,True,False,-0.2736497203961881,-0.15,0.1208053719342258,0.15,0.4934377478474876,2.8006662863090668,2.3,0.41952524107793254,0.1,0.5059126924324209,0.2280510051677962,0.7161811237470675,0.0525765436050555
zero_cash,moderate,60_40_SPY_TLT,benchmark,,False,max_drawdown;average_effective_number_of_assets,False,True,False,True,-0.2482794217772905,-0.15,0.1250640395691306,0.15,0.5999999999999998,1.9230769230769231,2.3,0.0,0.1,0.3496406498886238,0.1473985162481731,0.4356431213797056,0.0365960183849269
zero_cash,moderate,V8_ewma_garch_vol_current_cap_uncapped,td3,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.2825870759872734,-0.15,0.17401530089892564,0.15,0.8773893414866458,1.31072419329337,2.3,0.5303995489340851,0.1,0.33167020380509826,0.22604162068120903,0.4199520729756645,0.048248478954693676
zero_cash,moderate,momentum_winner_12p,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.3093328814892037,-0.15,0.3614291915419867,0.15,1.0,1.0,2.3,0.4561403508771929,0.1,0.8971611533196885,0.9713956605816546,1.6398602522661376,0.3004846187538317
zero_cash,moderate,Equal_Weight_Risky,benchmark,,False,max_drawdown;annualized_volatility,False,False,True,True,-0.3056136591486704,-0.15,0.1627739712718562,0.15,0.25,4.0,2.3,0.0,0.1,0.7913205232039137,0.400742544729944,1.1821249668671356,0.1224723954714679
zero_cash,moderate,risk_adjusted_momentum_winner_12p_12p,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets;average_turnover,False,False,False,False,-0.4905901606354652,-0.15,0.309098785780903,0.15,1.0,1.0,2.3,0.3596491228070175,0.1,0.5018355888550975,0.2365100068483016,0.6472036645041498,0.1160294822516032
zero_cash,moderate,BuyHold_BTC-USD,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.6430152393197859,-0.15,0.5131787191095913,0.15,1.0,1.0,2.3,0.0,0.1,0.4918542301179646,0.2018200052378735,0.3953367308720968,0.1297733389675517
zero_cash,moderate,BuyHold_TLT,benchmark,,False,max_drawdown;annualized_volatility;average_effective_number_of_assets,False,False,False,True,-0.3921915115720767,-0.15,0.1516641905461336,0.15,1.0,1.0,2.3,0.0,0.1,-0.5489279650114005,-0.2306366139027145,-0.8013945473501016,-0.090453722230371
zero_cash,aggressive,BuyHold_GLD,benchmark,,False,average_effective_number_of_assets,True,True,False,True,-0.1734831770796148,-0.25,0.1664043116160493,0.25,1.0,1.0,1.5,0.0,0.2,1.3081884451675567,1.3010381844969388,2.1982624534964055,0.2257082377484229
